Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
gilded-cheese-knife-collection,,,,,,,,Matte Silver,,,,,silvercheeseknifeset-2,0.0,shopify,deny,manual,29.00,,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/3_Damask-Top-Design-4pcs-set-Cheese-Cutter-Knife-Slicer-Kit-Kitchen-Cheese-Cutter-Creative-Kitchen-Tools.jpg?v=1613481840,2,Gilded Cheese Knife Collection-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/0_Damask-4pcs-set-Cheese-Cutter-Knife-Slicer-Kit-Kitchen-Cheese-Cutter-Useful-Cooking-Tool-Creative-Kitchen.jpg?v=1613481843,kg,,,
gilded-cheese-knife-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/4_Damask-Top-Design-4pcs-set-Cheese-Cutter-Knife-Slicer-Kit-Kitchen-Cheese-Cutter-Creative-Kitchen-Tools.jpg?v=1613481841,3,Gilded Cheese Knife Collection-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-cheese-knife-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/5_Damask-Top-Design-4pcs-set-Cheese-Cutter-Knife-Slicer-Kit-Kitchen-Cheese-Cutter-Creative-Kitchen-Tools.jpg?v=1613481842,4,Gilded Cheese Knife Collection-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-cheese-knife-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/0_Damask-4pcs-set-Cheese-Cutter-Knife-Slicer-Kit-Kitchen-Cheese-Cutter-Useful-Cooking-Tool-Creative-Kitchen.jpg?v=1613481843,5,Gilded Cheese Knife Collection-JAZZUP,,,,,,,,,,,,,,,,,,,,,
jazzupco-gift-card,JAZZUPCO Gift Card,"<p data-mce-fragment=""1"">Jazzupco offers gift cards with denominations of US$10, US$25, US$50 and US$100, US$150, US$200.<br></p>
<p data-mce-fragment=""1"">Do note that promo codes will not be valid when purchasing gift cards.</p>
<p data-mce-fragment=""1"">Once you complete your order with our Jazzupco gift card, you'll receive an email that contains a unique gift card code that you can use at checkout to redeem its value.</p>
<p data-mce-fragment=""1"">There is no expiry date to your gift card.</p>
<p data-mce-fragment=""1"">Promo codes (if any) can be used at the time when you make a product purchase while redeeming your gift card value. Your gift card value can be expended in a single purchase or more.</p>",JAZZUPCO,"","",true,Denominations,US$100.00 (Frequently Bought),,,,,"",0.0,,deny,gift_card,100.00,,false,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Addasubheading.png?v=1613481844,1,JAZZUPCO Gift Card-JAZZUP,true,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide4.png?v=1613481848,kg,,,active
jazzupco-gift-card,,,,,,,,US$150.00,,,,,"",0.0,,deny,gift_card,150.00,,false,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide1.png?v=1613481845,2,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide5.png?v=1613481849,kg,,,
jazzupco-gift-card,,,,,,,,US$200.00,,,,,"",0.0,,deny,gift_card,200.00,,false,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide2.png?v=1613481846,3,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide6.png?v=1613481849,kg,,,
jazzupco-gift-card,,,,,,,,US$10.00,,,,,"",0.0,,deny,gift_card,10.00,,false,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide3.png?v=1613481847,4,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide1.png?v=1613481845,kg,,,
jazzupco-gift-card,,,,,,,,US$25.00,,,,,"",0.0,,deny,gift_card,25.00,,false,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide4.png?v=1613481848,5,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide2.png?v=1613481846,kg,,,
jazzupco-gift-card,,,,,,,,US$50.00,,,,,"",0.0,,deny,gift_card,50.00,,false,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide5.png?v=1613481849,6,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide3.png?v=1613481847,kg,,,
jazzupco-gift-card,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Slide6.png?v=1613481849,7,JAZZUPCO Gift Card-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-salad-fork,Gilded Salad Fork,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a href=""#tab1"" class=""active""> Description </a></li>
<li><a class="""" href=""#tab2""> Details </a></li>
<li><a class="""" href=""#tab3""> Shipping </a></li>
<li><a class="""" href=""#tab4""> Care Guide </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<div>
<p>Have your salad in the most enjoyable way with our <i>Gilded Salad Fork</i>. Pair these with our <a href=""https://jazzupco.com/products/french-flatware"">French</a> or <a href=""https://jazzupco.com/collections/flatware/products/minimalist-flatware"">Minimalist Flatware</a> for a complete collection.<br></p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<p>Material: 18/10 Stainless Steel with a premium matte finish</p>
<p>Size: 7.2 inches/ 18.4cm</p>
<p>Comparatively, the French/ Minimalist Flatware Dinner Spoon is 8.5 inches/ 21.5cm in length</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<p>Free Shipping Worldwide, with an estimated shipping duration of 12-18 days.<br></p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab4"">
<div>
<p>Please rinse with warm water and mild dishwashing liquid prior to your first-time use.</p>
<p>After each use, promptly wash off (using a soft sponge) residues and food stains as soon as you can.</p>
<p>While we have customers who wash this flatware in dishwashers with no issues, we cannot guarantee that the dishwasher would not affect the exterior finishes as there are various factors involved (eg. type of dishwasher, dishwasher detergent, etc.). As such, it is recommended to only handwash the flatware so as to preserve the exterior as well as possible.</p>
<p>When washing, use mild dishwashing liquid only and avoid citrus-scented, chlorine-based and anti-limescale detergents. Do not use abrasive sponges or scrubs.</p>
<p>After each wash, dry with a soft towel to prevent water marks, discoloration and film buildup.</p>
<p>When storing your flatware pieces, place them in a dry and well-ventilated place and keep your salad forks separately from the knives to avoid scratches on the surface.</p>
<p>Enjoy your flatware!</p>
</div>
</li>
</ul>",JAZZUPCO,"","",true,Color,Matte Gold,,,,,Jazzupco-Saladfork-Gold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/fc789ac1-6dee-46d6-8ebd-229a9fae30de.jpg?v=1613481850,1,Gilded Salad Fork-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-8.jpg?v=1613481852,kg,,,active
gilded-salad-fork,,,,,,,,Matte Black,,,,,Jazzupco-Saladfork-Black,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-4.jpg?v=1613481851,2,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-12.jpg?v=1613481854,kg,,,
gilded-salad-fork,,,,,,,,Matte Rose Gold,,,,,Jazzupco-Saladfork-RoseGold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-8.jpg?v=1613481852,3,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-13.jpg?v=1613481855,kg,,,
gilded-salad-fork,,,,,,,,Matte Silver,,,,,Jazzupco-Saladfork-Silver,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/SaladForkDimensions.png?v=1613481853,4,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-14.jpg?v=1613481856,kg,,,
gilded-salad-fork,,,,,,,,Black & Gold,,,,,Jazzupco-Saladfork-BlackGold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-12.jpg?v=1613481854,5,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-5.5jpg.jpg?v=1613481857,kg,,,
gilded-salad-fork,,,,,,,,White & Gold,,,,,Jazzupco-Saladfork-WhiteGold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-13.jpg?v=1613481855,6,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-5.jpg?v=1613481858,kg,,,
gilded-salad-fork,,,,,,,,Dark Green & Gold,,,,,Jazzupco-Saladfork-GreenGold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-14.jpg?v=1613481856,7,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-6.jpg?v=1613481859,kg,,,
gilded-salad-fork,,,,,,,,Pink & Gold,,,,,Jazzupco-Saladfork-PinkGold,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-5.5jpg.jpg?v=1613481857,8,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-7.jpg?v=1613481860,kg,,,
gilded-salad-fork,,,,,,,,Black & Silver,,,,,Jazzupco-Saladfork-BlackSilver,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-5.jpg?v=1613481858,9,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-9.jpg?v=1613481861,kg,,,
gilded-salad-fork,,,,,,,,White & Silver,,,,,Jazzupco-Saladfork-WhiteSIlver,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-6.jpg?v=1613481859,10,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-11.jpg?v=1613481861,kg,,,
gilded-salad-fork,,,,,,,,Pink & Silver,,,,,Jazzupco-Saladfork-PinkSilver,0.0,shopify,deny,manual,7.00,9.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-7.jpg?v=1613481860,11,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-10.jpg?v=1613481862,kg,,,
gilded-salad-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-9.jpg?v=1613481861,12,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-salad-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-11.jpg?v=1613481861,13,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-salad-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-10.jpg?v=1613481862,14,Gilded Salad Fork-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-soup-spoon-1,Gilded Soup Spoon,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a href=""#tab1"" class=""active""> Description </a></li>
<li><a class="""" href=""#tab2""> Details </a></li>
<li><a class="""" href=""#tab3""> Shipping </a></li>
<li><a class="""" href=""#tab4""> Care Guide </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<div>
<p>Complete your <a href=""https://jazzupco.com/products/french-flatware"">French</a> or <a href=""https://jazzupco.com/collections/flatware/products/minimalist-flatware"">Minimalist Flatware</a> collection with our <i>Gilded Soup Spoon</i>.</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<p>Material: 18/10 Stainless Steel with a premium matte finish</p>
<p>Size: 7.4 inches/ 18.8cm</p>
<p>Comparatively, the French/ Minimalist Flatware Dinner Spoon is 8.5 inches/ 21.5cm in length</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<p>Free Shipping Worldwide, with an estimated shipping duration of 12-18 days.<br></p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab4"">
<div>
<p>Please rinse with warm water and mild dishwashing liquid prior to your first-time use.</p>
<p>After each use, promptly wash off (using a soft sponge) residues and food stains as soon as you can.</p>
<p>While we have customers who wash this flatware in dishwashers with no issues, we cannot guarantee that the dishwasher would not affect the exterior finishes as there are various factors involved (eg. type of dishwasher, dishwasher detergent, etc.). As such, it is recommended to only handwash the flatware so as to preserve the exterior as well as possible.</p>
<p>When washing, use mild dishwashing liquid only and avoid citrus-scented, chlorine-based and anti-limescale detergents. Do not use abrasive sponges or scrubs.</p>
<p>After each wash, dry with a soft towel to prevent water marks, discoloration and film buildup.</p>
<p>When storing your flatware pieces, place them in a dry and well-ventilated place and keep your fruit forks separately from the knives to avoid scratches on the surface.</p>
<p>Enjoy your flatware!</p>
</div>
</li>
</ul>",JAZZUPCO,"","",true,Color,Matte Gold,,,,,Jazzupco-SoupSpoon-Gold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-2_9f0b1060-a70d-43ec-93b4-89ccdc0b052b.jpg?v=1613481863,1,Gilded Soup Spoon-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-21_a9e7e63c-0b1e-476b-b5e2-a54ee7665779.jpg?v=1613481866,kg,,,active
gilded-soup-spoon-1,,,,,,,,Matte Black,,,,,Jazzupco-SoupSpoon-Black,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-3_310b6c6e-a316-4e41-a92c-2c5b0ea7838c.jpg?v=1613481864,2,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-17_8c542089-fdb8-4e9a-a8ac-66c6351592da.jpg?v=1613481868,kg,,,
gilded-soup-spoon-1,,,,,,,,Matte Rose Gold,,,,,Jazzupco-SoupSpoon-RoseGold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-21_a9e7e63c-0b1e-476b-b5e2-a54ee7665779.jpg?v=1613481866,3,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-16_99b5c351-d419-42ce-844d-73f5c57c5bd6.jpg?v=1613481870,kg,,,
gilded-soup-spoon-1,,,,,,,,Matte Silver,,,,,Jazzupco-SoupSpoon-Silver,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/SoupSpoonDimensions.png?v=1613481867,4,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-15_12264661-5c71-46be-a513-d38db56a2cc3.jpg?v=1613481869,kg,,,
gilded-soup-spoon-1,,,,,,,,Black & Gold,,,,,Jazzupco-SoupSpoon-BlackGold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-17_8c542089-fdb8-4e9a-a8ac-66c6351592da.jpg?v=1613481868,5,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-24_13835c94-00d8-4f4f-a8ab-3dcd2821b17d.jpg?v=1613481871,kg,,,
gilded-soup-spoon-1,,,,,,,,White & Gold,,,,,Jazzupco-SoupSpoon-WhiteGold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-15_12264661-5c71-46be-a513-d38db56a2cc3.jpg?v=1613481869,6,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-25_771385a1-b031-462a-9998-edb08d74c25e.jpg?v=1613481872,kg,,,
gilded-soup-spoon-1,,,,,,,,Dark Green & Gold,,,,,Jazzupco-SoupSpoon-GreenGold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-16_99b5c351-d419-42ce-844d-73f5c57c5bd6.jpg?v=1613481870,7,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-23_ce8ddf28-a4b2-4c47-97d6-92852f68fd80.jpg?v=1613481873,kg,,,
gilded-soup-spoon-1,,,,,,,,Pink & Gold,,,,,Jazzupco-SoupSpoon-PinkGold,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-24_13835c94-00d8-4f4f-a8ab-3dcd2821b17d.jpg?v=1613481871,8,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-22_a2d2e0ae-ab39-44ad-bf14-d0413a635f12.jpg?v=1613481874,kg,,,
gilded-soup-spoon-1,,,,,,,,Black & Silver,,,,,Jazzupco-SoupSpoon-BlackSilver,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-25_771385a1-b031-462a-9998-edb08d74c25e.jpg?v=1613481872,9,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-20_f51e2e59-de9a-4a54-a8df-9e8cf7e95ccd.jpg?v=1613481874,kg,,,
gilded-soup-spoon-1,,,,,,,,White & Silver,,,,,Jazzupco-SoupSpoon-WhiteSIlver,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-23_ce8ddf28-a4b2-4c47-97d6-92852f68fd80.jpg?v=1613481873,10,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-18_f628a061-2a56-4744-b6fe-7589a56ff9a6.jpg?v=1613481875,kg,,,
gilded-soup-spoon-1,,,,,,,,Pink & Silver,,,,,Jazzupco-SoupSpoon-PinkSilver,0.0,shopify,deny,manual,7.00,9.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-22_a2d2e0ae-ab39-44ad-bf14-d0413a635f12.jpg?v=1613481874,11,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-19_8ac40e9f-bd7e-437c-8bb6-b4705d21825f.jpg?v=1613481876,kg,,,
gilded-soup-spoon-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-20_f51e2e59-de9a-4a54-a8df-9e8cf7e95ccd.jpg?v=1613481874,12,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-soup-spoon-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-18_f628a061-2a56-4744-b6fe-7589a56ff9a6.jpg?v=1613481875,13,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gilded-soup-spoon-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/JazzupcoProject1Orange_4-5_-19_8ac40e9f-bd7e-437c-8bb6-b4705d21825f.jpg?v=1613481876,14,Gilded Soup Spoon-JAZZUP,,,,,,,,,,,,,,,,,,,,,
gold-trim-marble-tray,Gold Trim Marble Tray,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a class=""active"" href=""#tab1""> Description </a></li>
<li><a href=""#tab2"" class=""""> Details </a></li>
<li><a href=""#tab3"" class=""""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li class=""active"" id=""tab1"" style=""display: block;"">
<div>
<p>Add a touch of gramor to your tableware collection with these trim designed stylish plates. You can even use these plates to serve food or drink.</p>
<p>Our <i>Gold Trim Marble Tray</i> is made of high-quality ceramic and can be used for regular use. The product comes in various color options and two size options to fit your needs.</p>
</div>
</li>
<li id=""tab2"" class="""" style=""display: none;"">
<div>
<p>Material: Ceramic</p>
<p>Color Options: White Marble, Pink Marble &amp; Blue Marble</p>
<p>Size (Regular): 10.2 inches/ 26 cm x 6.7 inches/ 16 cm</p>
<p>Size (Large): 12 inches/ 30.5 cm x 7.9 inches/ 20 cm</p>
<p>Design: Do expect some slight variations in the marble pattern as it’s made with a mix of natural materials</p>
<p>Durable</p>
<p>Chip-resistant</p>
<p>Note: Do not use in dishwasher/microwave to keep the gold trims in its pristine condition</p>
</div>
</li>
<li id=""tab3"" class="""" style=""display: none;"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",JAZZUPCO,"","",true,Color,White Marble,Plate Size,Regular,,,22719700-grey-26x16x1cm,0.0,shopify,deny,oberlo,54.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/old-inlay-marble-ceramic-plates-porcela_main-0_1.jpg?v=1613481877,1,Gold Trim Marble Tray-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821230.jpg?v=1613481880,kg,,,active
gold-trim-marble-tray,,,,,,,,White Marble,,Large,,,22719700-grey-30-5x20x1cm,0.0,shopify,deny,oberlo,74.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/old-inlay-marble-ceramic-plates-porcela_main-3_1.jpg?v=1613481878,2,Gold Trim Marble Tray-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821230.jpg?v=1613481880,kg,,,
gold-trim-marble-tray,,,,,,,,Blue Marble,,Regular,,,22719700-blue-26x16x1cm,0.0,shopify,deny,oberlo,54.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/old-inlay-marble-ceramic-plates-porcela_main-4_1_f9668d47-6c42-4f5d-9296-72cd83115338.jpg?v=1613481879,3,Gold Trim Marble Tray-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821227.jpg?v=1613481882,kg,,,
gold-trim-marble-tray,,,,,,,,Blue Marble,,Large,,,22719700-blue-30-5x20x1cm,0.0,shopify,deny,oberlo,74.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821230.jpg?v=1613481880,4,Gold Trim Marble Tray-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821227.jpg?v=1613481882,kg,,,
gold-trim-marble-tray,,,,,,,,Pink Marble,,Regular,,,22719700-pink-26x16x1cm,0.0,shopify,deny,oberlo,54.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821224.jpg?v=1613481881,5,Gold Trim Marble Tray-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821224.jpg?v=1613481881,kg,,,
gold-trim-marble-tray,,,,,,,,Pink Marble,,Large,,,22719700-pink-30-5x20x1cm,0.0,shopify,deny,oberlo,74.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821227.jpg?v=1613481882,6,Gold Trim Marble Tray-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-876821224.jpg?v=1613481881,kg,,,
